Factura,Referencia,Pedido,Almacen,Fecha_Conta,Fecha_Venc,Cliente,Nombre_Cliente,Nombre_Extran,Costo$,DiscPrcnt,IVA,Total$,USD$,Codigo,FrgnName,Quantity,UM,Domicilio,Colonia,Cuidad,Estado,CP,Transporte,DESTINO,DIRECCION,Lote,FISCAL,TELEFONO,RFC
242587,4503120931,193487.0,1,2026-08-17,2026-09-16,C08130,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,HOLIDAY INN RESORT IXTAPA (ZIHHA),10944.0,0,1751.04,12695.04,0.0,68732292,,20,CJA,BOULEVARD PASEO IXTAPA LOTE 02,ZONA HOTELERA 1 IXTAPA,ZIHUATANEJO DE AZUETA,GRO,40880,Cobro Regreso,"ZIHUATANEJO DE AZUETA, GRO.","BOULEVARD PASEO IXTAPA LOTE 02, ZONA HOTELERA 1 IXTAPA, 40880, ZIHUATANEJO DE AZUETA, GRO",,"AV. EJERCITO NACIONAL MEXICANO 769 TORRE B PISO 8   GRANADA_x000D__x000D_MIGUEL HIDALGO,11520, CMX_x000D_MX",755 553 0018,IHP810701G7A
242588,PO5359045,191459.0,1,2026-08-17,2026-09-16,C04180,GRUPO POSADAS,LIVE AQUA RESIDENCE CLUB LA PAZ,1391.52,0,222.64,1614.24,81.6,JHRB-0591,,2,PZA,"MANUEL MARQUEZ DE LEON #2415, Condominio Vista Coral.",EL MANGLITO,LA PAZ,BCS,23060,Cobro Regreso,"LA PAZ, BCS.","MANUEL MARQUEZ DE LEON #2415, Condominio Vista Coral., EL MANGLITO, 23060, LA PAZ, BCS",,"AV PROLONGACION PASEO DE LA REFORMA 1015 TORRE A PISO 9   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",612 688 4481,GPO920120440
242589,DESARROLLADORA GRAND HOTEL - Amenidades,193311.0,1,2026-08-17,2026-08-17,C08449,DESARROLLADORA GRAND HOTEL,COURTYARD LOS LAGOS SAN LUIS POTOSI A0153234,3936.65,0,629.86,4566.51,0.0,C06601-L10,,5,CJA,AV LOS LAGOS 105,LOS LAGOS,SAN LUIS POTOSI,SLP,78397,Cobro Regreso,"SAN LUIS POTOSI, SLP.","AV LOS LAGOS 105, LOS LAGOS, 78397, SAN LUIS POTOSI, SLP",,"AVENIDA LOS LAGOS 105   LOS LAGOS_x000D__x000D_SAN LUIS POTOSI,78397, SLP_x000D_MX",4444 804 3800,DGH141014HX6
242590,PRYSME HOTEL COURTYARD BY MARRIOTT CD JUAREZ,193384.0,1,2026-08-17,2026-08-17,C08169,PRYSME,COURTYARD CIUDAD JUAREZ A0100628,6298.64,0,1007.78,7306.42,0.0,C06601-L08,,8,CJA,MISION DE LOS LAGOS #9020,PARTIDO IGLESIAS,JUAREZ,CHI,32668,Cobro Regreso,"JUAREZ, CHI.","MISION DE LOS LAGOS #9020, PARTIDO IGLESIAS, 32668, JUAREZ, CHI",,"AV VIA TRENTINO 5710   SAUCITO_x000D__x000D_CHIHUAHUA,31110, CHI_x000D_MX",614 423 2600,PRY990831B36
242591,4700243777,193422.0,1,2026-08-17,2026-10-01,C04758,FIDEICOMISO IRREVOCABLE DB/1616,COURTYARD SALTILLO (SLWCS) A0100469,3936.65,0,629.86,4566.51,0.0,C06601-L10,,5,CJA,BLVD. GALERÍAS SALTILLO NO. 375-1,PARQUE CENTRO,SALTILLO,COA,25279,Cobro Regreso,"SALTILLO, COA.","BLVD. GALERÍAS SALTILLO NO. 375-1, PARQUE CENTRO, 25279, SALTILLO, COA",,"AV. FUNDADORES Exterior: 1000 INT: PISO 7   VALLE DEL MIRADOR_x000D__x000D_MONTERREY,64750, NL_x000D_MX",844 800 7200,DBM121023M10
242592,,193464.0,1,2026-08-17,2026-09-16,C08387,INMOBILIARIA TURISTICA DE MAZATLAN,COURTYARD MAZATLAN A0157919,1574.66,0,251.95,1826.61,0.0,C06601-L10,,2,CJA,AV  PLAYA GAVIOTAS 214,Zona Dorada,MAZATLAN,SIN,82110,Cobro Regreso,"MAZATLAN, SIN.","AV  PLAYA GAVIOTAS 214, Zona Dorada, 82110, MAZATLAN, SIN",,"AV PLAYA GAVIOTAS 214   ZONA DORADA_x000D__x000D_MAZATLAN,82110, SIN_x000D_MX",554 944 2614,ITM6811122J6
242593,WR-09536,193482.0,1,2026-08-17,2026-09-01,C07235,SINERGIA INMOBILIARIA DE MEXICO,CITY EXPRESS MONTERREY NORTE (CEMTN),2389.47,0,382.31,2771.79,0.0,C06601-L11,,3,CJA,CARRETERA A NUEVO LAREDO 21521-A,NO ESPECIFICADA,APODACA,NL,66600,Cobro Regreso,"APODACA, NL.","CARRETERA A NUEVO LAREDO 21521-A, NO ESPECIFICADA, 66600, APODACA, NL",,"CARRETERA PERIFERICO RAUL LOPEZ SANCHEZ 5500   RESIDENCIAL EL FRESNO_x000D__x000D_TORREON,27018, COA_x000D_MX",01 81 8046 0580,SIM110318DF9
242594,oc8346,193489.0,1,2026-08-17,2026-08-17,C00137,AUTELES KALIONCHIZ,HOLIDAY INN MONCLOVA (LOVMX),1750.0,0,280.0,2030.0,0.0,4029-A96,,1,CJA,BLVD HAROLD R PAPE 200,GUADALUPE,MONCLOVA,COA,25750,Cobro Regreso,"MONCLOVA, COA.","BLVD HAROLD R PAPE 200, GUADALUPE, 25750, MONCLOVA, COA",,"BLVD HAROLD R PAPE 200   GUADALUPE_x000D__x000D_MONCLOVA,25750, COA_x000D_MX",866 632 0025,AKA740320826
242595,C08191,193490.0,1,2026-08-17,2026-08-17,C08191,TRASARIZ,MOTEL DON JUAN,6383.93,0,1021.43,7405.36,0.0,4016-J07,,7,CJA,CARRETERA A MONCLOVA 501,CENTRO,GENERAL ESCOBEDO,NL,66050,Cobro Destino,"GENERAL ESCOBEDO, NL.","CARRETERA A MONCLOVA 501, CENTRO, 66050, GENERAL ESCOBEDO, NL",,"CARRETERA A MONCLOVA 501   CENTRO_x000D__x000D_GENERAL ESCOBEDO,66050, NL_x000D_MX",8181613930,TRA970410DX7
242597,220119 maritza,193492.0,1,2026-08-17,2026-08-17,C09312,JOSE LUIS ROSAS MONTAÑO,HOTEL CACTUS INN,3479.7,0,556.75,4036.45,0.0,4011-J07,,3,CJA,CALLE CASCALOZUCHITL S/N,BUENOS AIRES,LOS CABOS,BCS,23436,Cobro Destino,"LOS CABOS, BCS.","CALLE CASCALOZUCHITL S/N, BUENOS AIRES, 23436, LOS CABOS, BCS",,"CALLE CASCALOZUCHITL S/N   BUENOS AIRES_x000D__x000D_LOS CABOS,23436, BCS_x000D_MX",624 130 3737,ROML580911LU6
242598,,193493.0,1,2026-08-17,2026-09-01,C08554,GRUPO GARROD,HOLIDAY INN EXPRESS MEXICO TOREO (MEXAN),2320.44,0,371.27,2691.71,0.0,69706958,,4,CJA,AVENIDA PRIMERO DE MAYO 226,SAN ANDRES ATOTO,NAUCALPAN DE JUAREZ,CMX,53500,Cobro Regreso,"NAUCALPAN DE JUAREZ, CMX.","AVENIDA PRIMERO DE MAYO 226, SAN ANDRES ATOTO, 53500, NAUCALPAN DE JUAREZ, CMX",,"AVENIDA PRIMERO DE MAYO 226   SAN ANDRES ATOTO_x000D__x000D_NAUCALPAN DE JUAREZ,53500, JAL_x000D_MX",55 5228 9500,GGA000524FJ1
242599,,191134.0,1,2026-08-17,2026-08-17,C09669,HOTELES VIRO,BEST WESTERN PREMIER MONTERREY AEROPUERTO,2480.5,0,396.88,2877.38,0.0,4011-L39,,1,CJA,BOULEVARD AEROPUERTO 5001,PARQUE INDUSTRIAL MILENIUM,APODACA,NL,66626,Cobro Destino,"APODACA, NL.","BOULEVARD AEROPUERTO 5001, PARQUE INDUSTRIAL MILENIUM, 66626, APODACA, NL",,"CARRETERA MIGUEL ALEMAN KM 18.5   CENTRO_x000D__x000D_APODACA,66600, NL_x000D_MX",818 220 3200,HVI050803593
242600,OC: MAG002,192056.0,1,2026-08-17,2026-09-16,C09328,COMERCIALIZADORA SANITARIA,COMSAN,1823.18,25,291.71,2114.88,0.0,4043-L28,,1,CJA,AV. JUAREZ #310 ENTRE JESUS GARCIA Y JESUS ARLLANO,MIRASOL,MAGDALENA,SON,84160,Cobro Regreso,"MAGDALENA, SON.","AV. JUAREZ #310 ENTRE JESUS GARCIA Y JESUS ARLLANO, MIRASOL, 84160, MAGDALENA, SON",,"BLVD. LUIS ENCINAS JOHNSON #214   HERMOSILLO CENTRO_x000D__x000D_HERMOSILLO,83000, SON_x000D_MX",662 212 1221,CSA950626BE2
242602,,193508.0,1,2026-08-17,2026-08-17,C08704,RAFAEL CHAVEZ ORTEGA,HOTEL CASA RyS,1159.9,0,185.58,1345.48,0.0,4011-J07,,1,CJA,OCAMPO 600,CENTRO,OCOTLAN,JAL,47800,Cobro Destino,"OCOTLAN, JAL.","OCAMPO 600, CENTRO, 47800, OCOTLAN, JAL",,"OCAMPO 600   CENTRO_x000D__x000D_OCOTLAN,47800, JAL_x000D_MX",392 132 0367,CAOR680901862
