Factura,Referencia,Pedido,Almacen,Fecha_Conta,Fecha_Venc,Cliente,Nombre_Cliente,Nombre_Extran,Costo$,DiscPrcnt,IVA,Total$,USD$,Codigo,FrgnName,Quantity,UM,Domicilio,Colonia,Cuidad,Estado,CP,Transporte,DESTINO,DIRECCION,Lote,FISCAL,TELEFONO,RFC
243158,TS-03495,193860.0,1,2026-09-01,2026-09-16,C08936,SERVICIO DE PROMOCION Y COMERCIALIZACION DE ATITALAQUIA,CITY EXPRESS BY MARRIOTT TULA (CETUL),644.28,0,103.08,747.36,0.0,4051-J03,,1,CJA,CARRETERA JOROBA TULA KM 25.8 SN,LA LOMA CARDONAL,ATITALAQUIA,HID,42970,Cobro Regreso,"ATITALAQUIA, HID.","CARRETERA JOROBA TULA KM 25.8 SN, LA LOMA CARDONAL, 42970, ATITALAQUIA, HID",,"CARR. CARRETERA TULA JOROBAS KILOMETRO 25.8 SN   LA LOMA_x000D__x000D_ATITALAQUIA,42970, HID_x000D_MX",778 737 9600,SPC090311TV8
243159,4700253905,193839.0,1,2026-09-01,2026-10-16,C08577,OPERADORA TURISTICA OMV,"TAPESTRY COLLECTION BY HILTON ALBOR SAN MIGUEL DE ALLENDE, MEXICO (BJXUP)",2422.99,0,387.68,2810.67,0.0,4052-L38,,1,CJA,CAMINO A LAS 3 CRUCES 149,SALTITO DE GUADALUPE,SAN MIGUEL DE ALLENDE,GTO,37760,Cobro Regreso,"SAN MIGUEL DE ALLENDE, GTO.","CAMINO A LAS 3 CRUCES 149, SALTITO DE GUADALUPE, 37760, SAN MIGUEL DE ALLENDE, GTO",,"CALLE SALTITO DE GUADALUPE  SIN NUMERO   VALLE DEL MAIZ_x000D__x000D_SAN MIGUEL DE ALLENDE,37775, GTO_x000D_MX",415 690 1515,OTO190207CRA
243160,MEXSA0030880,193806.0,1,2026-09-01,2026-10-01,C03926,OPERADORA DE HOTELES SAMARA,"HILTON MEXICO CITY SANTA FE, MEXICO (MEXSA)",514.08,0,82.25,596.33,0.0,4029-A90,,1,CJA,ANTONIO DOVALI JAIME 70,SANTA FE,ALVARO OBREGON,CMX,1219,Cobro Regreso,"ALVARO OBREGON, CMX.","ANTONIO DOVALI JAIME 70, SANTA FE, 01219, ALVARO OBREGON, CMX",,"CALLE BOSQUES DE DURAZNOS 127   BOSQUE DE LAS LOMAS_x000D__x000D_MEXICO,11700, CMX_x000D_MX",55 5985 9017,OHS1308133BA
243161,GDLGM0000021318,193818.0,1,2026-09-01,2026-10-01,C08357,PARKS HOSPITALITY GUADALAJARA,"HILTON GUADALAJARA MIDTOWN, MEXICO (GDLGM)",4158.0,0,665.28,4823.28,0.0,8014-L21,,2,CJA,AV  LOPEZ MATEOS NORTE 2405 INT 300,ITALIA PROVIDENCIA,GUADALAJARA,JAL,44648,Cobro Regreso,"GUADALAJARA, JAL.","AV  LOPEZ MATEOS NORTE 2405 INT 300, ITALIA PROVIDENCIA, 44648, GUADALAJARA, JAL",,"BOSQUES DE DURAZNOS 127 :PISO 11 OF 11-72   BOSQUE DE LAS LOMAS_x000D__x000D_CIUDAD DE MEXICO,11700, JAL_x000D_MX",33 4160 0160,PHG170118QV4
243162,GDLAP0005036,193911.0,1,2026-09-01,2026-10-01,C04175,AEROHOTELES DEL PACIFICO,"HILTON GARDEN INN GUADALAJARA AIRPORT, MEXICO (GDLAP)",7665.0,0,1226.4,8891.4,0.0,4011-L29,,5,CJA,CARR. GDL-CHAPALA S/N,,TLAJOMULCO DE ZUÑIGA,JAL,45659,Transporte LOCAL,"TLAJOMULCO DE ZUÑIGA, JAL.","CARR. GDL-CHAPALA S/N, N/A, 45659, TLAJOMULCO DE ZUÑIGA, JAL",,"CARRETERA GUADALAJARA CHAPALA KM 17.5 S/N LOCAL 88 A   N/A_x000D__x000D_TLAJOMULCO DE ZUÑIGA,45659, JAL_x000D_MX",33 38 80 11 00,APA230605RH7
243163,,193865.0,1,2026-09-01,2026-10-01,C08728,BAJIO HOSPITALIDAD DE MEXICO,"HAMPTON SALAMANCA BAJIO, MEXICO (QROSA)",1533.0,0,245.28,1778.28,0.0,4011-L28,,1,CJA,CARRETERA FEDERAL 45 IRAPUATO SALAMANCA,RESIDENCIAL LAS GLORIAS,SALAMANCA,GTO,36766,Cobro Regreso,"SALAMANCA, GTO.","CARRETERA FEDERAL 45 IRAPUATO SALAMANCA, RESIDENCIAL LAS GLORIAS, 36766, SALAMANCA, GTO",,"CALLE TONELES 2759   ALAMO INDUSTRIAL_x000D__x000D_SAN PEDRO TLAQUEPAQUE,45593, JAL_x000D_MX",4646435100,BHM1706226T4
243164,PO5336281,191196.0,1,2026-09-01,2026-10-01,C09488,FABRICA DE HOTELES-H3,ONE CD JUAREZ ALAMEDA 1CJAL,1602.01,0,256.32,1858.34,94.0,JHRB-0534,,10,PZA,AV. EJERCITO NACIONAL 5520,PARTIDO IGLESIAS,CD JUAREZ,CHI,32528,Cobro Regreso,"CD JUAREZ, CHI.","AV. EJERCITO NACIONAL 5520, PARTIDO IGLESIAS, 32528, CD JUAREZ, CHI",,"CALLE VISTA REAL 543 OFNA 4   DEL VALLE ORIENTE_x000D__x000D_SAN PEDRO GARZA GARCIA,66260, NL_x000D_MX",656 913 0510,FHO250327K63
243165,PO5335365,191197.0,1,2026-09-01,2026-10-01,C09488,FABRICA DE HOTELES-H3,ONE CD JUAREZ ALAMEDA 1CJAL,512.64,0,82.02,594.62,30.08,JHRB-0566,,4,PZA,AV. EJERCITO NACIONAL 5520,PARTIDO IGLESIAS,CD JUAREZ,CHI,32528,Cobro Regreso,"CD JUAREZ, CHI.","AV. EJERCITO NACIONAL 5520, PARTIDO IGLESIAS, 32528, CD JUAREZ, CHI",,"CALLE VISTA REAL 543 OFNA 4   DEL VALLE ORIENTE_x000D__x000D_SAN PEDRO GARZA GARCIA,66260, NL_x000D_MX",656 913 0510,FHO250327K63
243168,9838,192743.0,1,2026-09-01,2026-09-16,C06134,"RIALBE, OPERADORA DE HOTELES",BF IXTAPA,4920.0,0,787.2,5707.2,0.0,4043-L37,,8,CJA,BOULEVARD PASEO IXTAPA SIN NUMERO,ZONA HOTELERA,ZIHUATANEJO DE AZUETA,GRO,40884,Aprisa C.Destino,"ZIHUATANEJO DE AZUETA, GRO.","BOULEVARD PASEO IXTAPA SIN NUMERO, ZONA HOTELERA, 40884, ZIHUATANEJO DE AZUETA, GRO",,"BOULEVARD PASEO IXTAPA SIN NUMERO   IXTAPA_x000D__x000D_ZIHUATANEJO DE AZUETA,40884, GRO_x000D_MX",(755) 553 1666 ext 8,ROH1501229G3
243169,PO5394808,192958.0,1,2026-09-01,2026-10-01,C05494,GRUPO POSADAS,FIESTA INN INSURGENTES SUR (FITIN),5220.0,0,835.2,6055.2,0.0,4024-A14,FIESTA INN,2000,PZA,MERCADERES No. 20,SAN JOSE INSURGENTES,MEXICO,DF,3900,One Paqueteria C.Regreso,"MEXICO, DF.","MERCADERES No. 20, SAN JOSE INSURGENTES, 03900, MEXICO, DF",,"PROLONGACION PASEO DE LA REFORMA NO 1015 TORRE A PISO 9   SANTA FE CUAJIMALPA DELEGACION CUAJIMALPA DE MORELOS_x000D__x000D_MEXICO,05348, DF_x000D_MX",55 5482 9130,GPO920120440
243170,PO5373410,191933.0,1,2026-09-01,2026-10-01,C05486,GRUPO POSADAS,FIESTA INN MEXICO CENTRO HISTORICO  (FICEN),1075.0,0,172.0,1247.0,0.0,4029-A94,,1,CJA,AV.JUAREZ No.76,CENTRO,MEXICO,DF,6600,Cobro Regreso,"MEXICO, DF.","AV.JUAREZ No.76, CENTRO, 06600, MEXICO, DF",,"PROLONGACION PASEO DE LA REFORMA NO 1015 TORRE A PISO 9   SANTA FE CUAJIMALPA DELEGACION CUAJIMALPA DE MORELOS_x000D__x000D_MEXICO,05348, DF_x000D_MX",(55)51302900/15/20,GPO920120440
243171,PVRPA0000065169,193313.0,1,2026-09-01,2026-10-01,C08358,PAKEAH,"HILTON VALLARTA RIVIERA ALL-INCLUSIVE RESORT,PUERTO VALLARTA,MEXICO (PVRPA)",31185.0,0,4989.6,36174.6,0.0,8014-L21,,15,CJA,CARRETERA BARRA DE NAVIDAD KM 4.5,ZONA HOTELERA SUR,PUERTO VALLARTA,JAL,38390,Cobro Regreso,"PUERTO VALLARTA, JAL.","CARRETERA BARRA DE NAVIDAD KM 4.5, ZONA HOTELERA SUR, 38390, PUERTO VALLARTA, JAL",,"CALLE BOSQUES DE DURAZNOS 127 PISO 11, OFICINA 11-136   BOSQUE DE LAS LOMAS_x000D__x000D_MIGUEL HIDALGO,11700, CMX_x000D_MX",322 1761 300,PAK210604KB2
243172,SM-19970,193457.0,1,2026-09-01,2026-10-01,C08165,OPERADORA PALMAR VALLARTA,HOTEL VILLAS DEL PALMAR,1230.0,0,196.8,1426.8,0.0,4043-L37,,2,CJA,BLVD. FRANCISCO MEDINA ASCENCIO  KM. 3,ZONA HOTELERA NORTE,PTO. VALLARTA,JAL,48333,Cobro Regreso,"PTO. VALLARTA, JAL.","BLVD. FRANCISCO MEDINA ASCENCIO  KM. 3, ZONA HOTELERA NORTE, 48333, PTO. VALLARTA, JAL",,,,
243173,1GWKN0010142,193575.0,1,2026-09-01,2026-10-01,C03477,OPERACIONES Y SERVICIOS LOS VENEROS,W PUNTA DE MITA,12600.0,0,2016.0,14616.0,0.0,JHBL-0336,,3,CJA,CARRETERA PUNTA DE MITA KM 8.5,DESARROLLO COSTA BANDERAS,BAHIA DE BANDERAS,NAY,63734,Cobro Regreso,"BAHIA DE BANDERAS, NAY.","CARRETERA PUNTA DE MITA KM 8.5, DESARROLLO COSTA BANDERAS, 63734, BAHIA DE BANDERAS, NAY",,,,
243176,OPRADORA TURISTICA AURORA,193816.0,1,2026-09-01,2026-09-16,C07454,OPERADORA TURISTICA AURORA,MICROTEL IRAPUATO (A0191470),798.48,0,127.76,926.24,0.0,7294-L20,,1,CJA,PASEO DE LA SOLIDARIDAD #16098,,IRAPUATO,GTO,36625,Cobro Regreso,"IRAPUATO, GTO.","PASEO DE LA SOLIDARIDAD #16098, N/A, 36625, IRAPUATO, GTO",,,,
243177,OPRADORA TURISTICA AURORA,193817.0,1,2026-09-01,2026-09-16,C07454,OPERADORA TURISTICA AURORA,MICROTEL IRAPUATO (A0191470),549.0,0,87.84,636.84,0.0,5369-L19,,1,CJA,PASEO DE LA SOLIDARIDAD #16098,,IRAPUATO,GTO,36625,Cobro Regreso,"IRAPUATO, GTO.","PASEO DE LA SOLIDARIDAD #16098, N/A, 36625, IRAPUATO, GTO",,,,
243178,SEPTIEBRE,193848.0,1,2026-09-01,2026-09-16,C09640,ECO XL,CITY JUNIOR ZONA INDUSTRIAL (CJTCC),5028.65,0,804.59,5833.23,0.0,4051-L10,,5,CJA,AV. ALFREDO DEL MAZO #547,SAN LORENZO TEPALTITLAN,TOLUCA,DF2,50010,Cobro Regreso,"TOLUCA, DF2.","AV. ALFREDO DEL MAZO #547, SAN LORENZO TEPALTITLAN, 50010, TOLUCA, DF2",,,,
243179,SEPTIEMBRE,193849.0,1,2026-09-01,2026-09-16,C07171,PROMOTORA TURISTICA DE OAXACA,CITY EXPRESS SALINA CRUZ (CESCX),2011.46,0,321.83,2333.29,0.0,4051-L11,,2,CJA,CARRETERA TRANSISTMICA KM 293.9,GRANADILLO,SALINA CRUZ,OAX,70613,Cobro Regreso,"SALINA CRUZ, OAX.","CARRETERA TRANSISTMICA KM 293.9, GRANADILLO, 70613, SALINA CRUZ, OAX",,,,
243180,PX-14578,193862.0,1,2026-09-01,2026-09-16,C07184,IMPULSORA PLAZA JUAREZ,CITY EXPRESS SAN LUIS POTOSI ZONA INDUSTRIAL (CESLP),644.28,0,103.09,747.36,0.0,4051-J03,,1,CJA,CARR. CENTRAL MEXICO-SLP #2150,FRACC. INDUSTRIAS,SAN LUIS POTOSI,SLP,78399,Cobro Regreso,"SAN LUIS POTOSI, SLP.","CARR. CENTRAL MEXICO-SLP #2150, FRACC. INDUSTRIAS, 78399, SAN LUIS POTOSI, SLP",,,,
243181,YQ-15226,193864.0,1,2026-09-01,2026-09-16,C07450,OPERADORA DE HOTELES CELV,CITY EXPRESS LA VILLA (CEVIL),1288.56,0,206.17,1494.73,0.0,4051-J03,,2,CJA,CALZADA GUADALUPE #236,VALLEJO,CIUDAD DE MEXICO,CMX,7870,Cobro Regreso,"CIUDAD DE MEXICO, CMX.","CALZADA GUADALUPE #236, VALLEJO, 07870, CIUDAD DE MEXICO, CMX",,,,
243182,4503115815,193869.0,1,2026-09-01,2026-10-01,C09529,INMOBILIARIA HOTELERA EL PRESIDENTE SAN JOSE DEL CABO,PRESIDENTE INTERCONTINENTAL MONTERREY,3261.97,0,521.92,3783.82,191.4,4029-A39,,6,CJA,AV. BATALLON DE SAN PATRICIO 410,ZONA SAN AGUSTIN,SAN PEDRO GARZA GARCÍA,NL,66260,Cobro Regreso,"SAN PEDRO GARZA GARCÍA, NL.","AV. BATALLON DE SAN PATRICIO 410, ZONA SAN AGUSTIN, 66260, SAN PEDRO GARZA GARCÍA, NL",,,,
243183,SEPTIEMBRE,193873.0,1,2026-09-01,2026-09-16,C08139,QP OPERADORA DE HOTELES,CITY EXPRESS XALAPA (CEJAL),1005.73,0,160.92,1166.65,0.0,4051-L12,,1,CJA,BLVD. CRISTOBAL COLON No.391,AMPLIACION JARDINES DE LAS ANIMAS,XALAPA,VER,91190,Cobro Regreso,"XALAPA, VER.","BLVD. CRISTOBAL COLON No.391, AMPLIACION JARDINES DE LAS ANIMAS, 91190, XALAPA, VER",,,,
243184,Hampton Inn & suites Puebla,193874.0,1,2026-09-01,2026-10-01,C08671,GIP HOTELERA,"HAMPTON PUEBLA, MEXICO (PBCHX)",15330.0,0,2452.8,17782.8,0.0,4011-L29,,10,CJA,PRIVADA  SEGUNDO RETORNO OSA MENOR 4,RESERVA TERRITORIAL ATLIXCAYOTL,SAN ANDRES CHOLULA,PUE,72810,Cobro Regreso,"SAN ANDRES CHOLULA, PUE.","PRIVADA  SEGUNDO RETORNO OSA MENOR 4, RESERVA TERRITORIAL ATLIXCAYOTL, 72810, SAN ANDRES CHOLULA, PUE",,,,
243185,5676,193876.0,1,2026-09-01,2026-09-16,C02299,FJH HOTELEROS,EJECUTIVO EXPRESS,992.5,0,158.8,1151.3,0.0,4043-J07,,1,CJA,AV.MEXICO No.2920,TERRANOVA,GUADALAJARA,JAL,44689,Transporte LOCAL,"GUADALAJARA, JAL.","AV.MEXICO No.2920, TERRANOVA, 44689, GUADALAJARA, JAL",,,,
243186,PO5425875,193886.0,1,2026-09-01,2026-10-01,C09341,OPERACIONES HOTELERAS DE IXTAPAN DE LA SAL,FIESTA AMERICANA HACIENDA IXTAPAN DE LA SAL (FAHI),1673.0,0,267.68,1940.68,0.0,4016-J08,,2,CJA,JOSE MARIA MORELOS 44,FRACC BUGAMBILIAS,IXTAPAN DE LA SAL,MEX,51900,Cobro Regreso,"IXTAPAN DE LA SAL, MEX.","JOSE MARIA MORELOS 44, FRACC BUGAMBILIAS, 51900, IXTAPAN DE LA SAL, MEX",,,,
243187,4500112232,193890.0,1,2026-09-01,2026-09-16,C00353,OPERADORA EMPORIO VERACRUZ,EMPORIO VERACRUZ,3765.0,0,602.4,4367.4,0.0,4043-J07,,5,CJA,INSURGENTES VERACRUZANOS  210,FAROS,VERACRUZ,VER,91709,Cobro Regreso,"VERACRUZ, VER.","INSURGENTES VERACRUZANOS  210, FAROS, 91709, VERACRUZ, VER",,,,
243188,UR-12859,193894.0,1,2026-09-01,2026-09-16,C07262,SINERGIA INMOBILIARIA DE MEXICO,CITY EXPRESS MONTERREY LINDAVISTA (CEMTL),787.33,0,125.97,913.3,0.0,C06601-L09,,1,CJA,AV MIGUEL ALEMAN 5331,CERRADAS DE LINDA VISTA,GUADALUPE,NL,67130,Cobro Regreso,"GUADALUPE, NL.","AV MIGUEL ALEMAN 5331, CERRADAS DE LINDA VISTA, 67130, GUADALUPE, NL",,,,
243189,SEPTIEMBRE,193897.0,1,2026-09-01,2026-10-01,C06223,HOTELES ATM,"HAMPTON CELAYA, MEXICO (CYWCM)",1533.0,0,245.28,1778.28,0.0,4011-L30,,1,CJA,EJE NORTE ORIENTE 223,RIVERAS DEL CAMPESTRE,CELAYA,GTO,38080,Cobro Regreso,"CELAYA, GTO.","EJE NORTE ORIENTE 223, RIVERAS DEL CAMPESTRE, 38080, CELAYA, GTO",,,,
243190,4502952954,193901.0,1,2026-09-01,2026-10-01,C09698,SOLAYA HOSPITALITY MANAGEMENT GROUP,2607 SOLAYA HOSPITALITY MANAGEMENT GROUP (HARD ROCK LOS CABOS),14168.0,0,2266.88,16434.88,0.0,4016-L07,ELEMENTS EVOLUTION B,11,CJA,CALLE ESTEREO Y DELFIN S/N,CANGREJOS,LOS CABOS,BCS,23473,Cobro Regreso,"LOS CABOS, BCS.","CALLE ESTEREO Y DELFIN S/N, CANGREJOS, 23473, LOS CABOS, BCS",,,,
243191,ZT-13475,193903.0,1,2026-09-01,2026-09-16,C07202,IMPULSORA PLAZA LA NORIA,CITY JUNIOR PUEBLA ANGELOPOLIS (CJPAN ),1288.56,0,206.17,1494.73,0.0,4051-J03,,2,CJA,CIRCUITO JUAN PABLO II No. 1743,LA NORIA,PUEBLA,PUE,72410,Cobro Regreso,"PUEBLA, PUE.","CIRCUITO JUAN PABLO II No. 1743, LA NORIA, 72410, PUEBLA, PUE",,,,
243192,ZE-11484,193905.0,1,2026-09-01,2026-09-16,C07277,IMPULSORA PLAZA CANANEA,CITY EXPRESS CANANEA (CECNA),2011.46,0,321.83,2333.29,0.0,4051-L12,,2,CJA,CARRETERA CANANEA AGUA PRIETA #2,CANANEA CENTRO,CANANEA,SON,84620,Cobro Regreso,"CANANEA, SON.","CARRETERA CANANEA AGUA PRIETA #2, CANANEA CENTRO, 84620, CANANEA, SON",,,,
243194,PO5386460,192418.0,1,2026-09-01,2026-10-01,C04281,FIDEICOMISO F/1596,HILTON GARDEN INN TIJUANA,7665.0,0,1226.4,8891.4,0.0,4011-L29,,5,CJA,BLVD TIJUANA ZONA INDUSTRIAL N°17226,OTAY CONSTITUYENTES,TIJUANA,BC,22457,Cobro Regreso,"TIJUANA, BC.","BLVD TIJUANA ZONA INDUSTRIAL N°17226, OTAY CONSTITUYENTES, 22457, TIJUANA, BC",,,,
