Factura,Referencia,Pedido,Almacen,Fecha_Conta,Fecha_Venc,Cliente,Nombre_Cliente,Nombre_Extran,Costo$,DiscPrcnt,IVA,Total$,USD$,Codigo,FrgnName,Quantity,UM,Domicilio,Colonia,Cuidad,Estado,CP,Transporte,DESTINO,DIRECCION,Lote,FISCAL,TELEFONO,RFC
243067,4503119239,193640.0,1,2026-08-28,2026-09-27,C08800,ALKOER,STAYBRIDGE SALTILLO (SLWGP),1868.76,0,299.0,2167.76,0.0,68758340,,3,CJA,BULEVAR CORPORATIVO 177 MANZANA 1E LOTE 3A,PARQUE CENTRO,SALTILLO,COA,25279.0,Cobro Regreso,"SALTILLO, COA.","BULEVAR CORPORATIVO 177 MANZANA 1E LOTE 3A, PARQUE CENTRO, 25279, SALTILLO, COA",,"AV EJERCITO NACIONAL MEXICANO 769 INT TORRE B PISO 8   GRANADA_x000D__x000D_MIGUEL HIDALGO,11520, DF2_x000D_MX",844 554 2730,ALK150317SW2
243068,HILTON GARDEN INN MONTERREY AEROPUERTO,193832.0,1,2026-08-28,2026-09-27,C07580,CONSORCIO HOTELERO AEROPUERTO MONTERREY,"HILTON GARDEN INN MONTERREY AIRPORT, NUEVO LEON, MEXICO (MTYAI)",9198.0,0,1471.68,10669.68,0.0,4011-L29,,6,CJA,CARRETERA MIGUEL ALEMAN KM 24 AEROPUERTO SN ENTRE TERMINAL A Y B,APODACA,APODACA,NL,66600.0,Cobro Regreso,"APODACA, NL.","CARRETERA MIGUEL ALEMAN KM 24 AEROPUERTO SN ENTRE TERMINAL A Y B, APODACA, 66600, APODACA, NL",,"AVENIDA (AV.) LAZARO CARDENAS 2225 PISO 5   VALLE ORIENTE_x000D__x000D_SAN PEDRO GARZA GARCIA,66269, NL_x000D_MX",81 1156 0041,CHA130612NS1
243069,2836226,193587.0,1,2026-08-28,2026-08-28,C03412,GRUPO INGATLAN,GRUPO INGATLAN,1799.8,0,287.97,2087.77,0.0,4052-L17,,2,CJA,CALLE RIO DE LA PLATA 125,ROMA,Monterrey,NL,64700.0,Cobro Destino,"Monterrey, NL.","CALLE RIO DE LA PLATA 125, ROMA, 64700, Monterrey, NL",,"CALLE RIO DE LA PLATA 125 INT A   ROMA_x000D__x000D_MONTERREY,64700, NL_x000D_MX",8183 599 027,GIN150407LU4
243070,TE ESPERAMOS DE REGRESO,193833.0,1,2026-08-28,2026-08-28,C09108,TE ESPERAMOS DE REGRESO,HOTEL VILLA DEL CONQUISTADOR,1517.8,0,242.85,1760.65,0.0,JVL-4016-J07A,,2,CJA,PASEO DEL CONQUISTADOR $134,LOMAS DE CORTES,CUERNAVACA,MOR,62240.0,Cobro Destino,"CUERNAVACA, MOR.","PASEO DEL CONQUISTADOR $134, LOMAS DE CORTES, 62240, CUERNAVACA, MOR",,"AV. PASEO DEL CONQUISTADOR  134   LOMAS DE CORTES_x000D__x000D_CUERNAVACA,62240, MOR_x000D_MX",77 7546 1687,TER230601MS4
243071,,220506.0,1,2026-08-28,2026-08-28,C09862,ALEJANDRO JUAREZ ARAGON,HOTEL NV,1823.98,0,291.84,2115.82,0.0,4016-J07,,2,CJA,AVENIDA VALLARTA 5549,PRADOS VALLARTA,ZAPOPAN,JAL,45020.0,Cliente Pasa por Mercancia,"ZAPOPAN, JAL.","AVENIDA VALLARTA 5549, PRADOS VALLARTA, 45020, ZAPOPAN, JAL",,"AVENIDA VALLARTA 5549   PRADOS VALLARTA_x000D__x000D_ZAPOPAN,45020, JAL_x000D_MX",664 303 3660,JUAA790609ID6
243076,,193827.0,1,2026-08-28,2026-08-28,C09480,GRAN VIA DORADA,GRAN HOTEL & CASINO VIA DORADA,6051.0,0,968.17,7019.16,0.0,4052-J07,,6,CJA,AV FERROCARRIL CENTRAL 121 PISO 2,ZONA PLATEADA,PACHUCA,HID,42084.0,Cobro Regreso,"PACHUCA, HID.","AV FERROCARRIL CENTRAL 121 PISO 2, ZONA PLATEADA, 42084, PACHUCA, HID",,"AV FERROCARRIL CENTRAL 121 PISO 2   ZONA PLATEADA_x000D__x000D_PACHUCA,42084, HID_x000D_MX",771 403 7093,GVD2107236IA
243077,TH-17033,193836.0,1,2026-08-28,2026-09-12,C02635,IMPULSORA PLAZA CIUDAD DEL CARMEN,CITY EXPRESS CIUDAD DEL CARMEN (CECME ),644.28,0,103.08,747.36,0.0,4051-J03,,1,CJA,JUAREZ No 1,JUSTO SIERRA,DEL CARMEN,CAM,24114.0,Cobro Regreso,"DEL CARMEN, CAM.","JUAREZ No 1, JUSTO SIERRA, 24114, DEL CARMEN, CAM",,"JUAN SALVADOR AGRAZ 69 PISO 12   SANTA FE CUAJIMALPA_x000D__x000D_CUAJIMALPA DE MORELOS,05348, CMX_x000D_MX",01 938 138 0390,IPC1004137W3
243078,,193843.0,1,2026-08-28,2026-08-28,C09669,HOTELES VIRO,BEST WESTERN PREMIER MONTERREY AEROPUERTO,5235.0,0,837.6,6072.6,0.0,4011-L50,,6,CJA,BOULEVARD AEROPUERTO 5001,PARQUE INDUSTRIAL MILENIUM,APODACA,NL,66626.0,Cobro Regreso,"APODACA, NL.","BOULEVARD AEROPUERTO 5001, PARQUE INDUSTRIAL MILENIUM, 66626, APODACA, NL",,"CARRETERA MIGUEL ALEMAN KM 18.5   CENTRO_x000D__x000D_APODACA,66600, NL_x000D_MX",818 220 3200,HVI050803593
243079,,193842.0,1,2026-08-28,2026-08-28,C09880,NORA OLIMPIA CORTES SANDOVAL,HOTELITO BOUTIQUE,1167.9,0,186.86,1354.76,0.0,4016-L04,,1,CJA,CALLE 2 205,FRACCIONAMIENTO BOULEVARES,ZACATECAS,ZAC,98065.0,Cobro Destino,"ZACATECAS, ZAC.","CALLE 2 205, FRACCIONAMIENTO BOULEVARES, 98065, ZACATECAS, ZAC",,"CALLE 4 203 S/N   BOULEVARES_x000D__x000D_ZACATECAS,98065, ZAC_x000D_MX",492 100 2017,COSN600909PJ0
243081,,193371.0,1,2026-08-28,2026-09-12,C00199,OPERADORA HOTEL SANTA FE,HOTEL SANTA FE VILLA GROUP,3659.6,0,585.54,4245.14,0.0,4018-J07,,4,CJA,I. ZARAGOZA S/N ESQ.ALVARO OBREGON,CENTRO,CABO SAN LUCAS,BCS,23450.0,Cobro Destino,"CABO SAN LUCAS, BCS.","I. ZARAGOZA S/N ESQ.ALVARO OBREGON, CENTRO, 23450, CABO SAN LUCAS, BCS",,"I. ZARAGOZA S/N ESQ. ALVARO OBREGON.   CENTRO_x000D__x000D_CABO SAN LUCAS,23450, BCS_x000D_MX",624 143 4401 ext156,OHS9410049K2
243082,Hotel candlewood Suites Queretaro,193084.0,1,2026-08-28,2026-08-28,C01894,OVQ QUERETARO,CANDLEWOOD SUITES QUERETARO JURIQUILLA A0202645 (QROJA),1245.84,0,199.33,1445.17,0.0,68758340,,2,CJA,AV SANTA TERESA 502 A,JURIQUILLA SANTA FE,QUERETARO,QUE,76147.0,Cobro Regreso,"QUERETARO, QUE.","AV SANTA TERESA 502 A, JURIQUILLA SANTA FE, 76147, QUERETARO, QUE",,"AVENIDA PORFIRIO DIAZ 102 INT MEZANINE   NOCHEBUENA_x000D__x000D_BENITO JUAREZ,03720, CMX_x000D_MX",442 478 2000,OQU141217241
